registered_business_name,facility_name,state,suburb,street_address,postcode,primary_anzsic_class_code,primary_anzsic_class_name,main_activities,abn,acn,facility_website,latest_report_year,latest_report_url
TAHMOOR COAL PTY LIMITED,Tahmoor Coal Mine,NSW,Tahmoor,Remembrance Drive,2574,0600,Coal Mining,Underground coal mine; coal preparation plant; reject (stone) disposal area (landfill site).,97076663968,,https://www.tahmoorcolliery.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/473
TAMAREE LIME PTY LTD,Tamaree,QLD,Gympie,276 Tamaree Road,4570,2031,Cement and Lime Manufacturing,Lime manufacturing,71009955864,009955864,http://www.graymont.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q056DML001
TAMWORTH REGIONAL COUNCIL,Calala Water Treatment Plant Tamworth,NSW,Tamworth,Calala Lane,2340,2811,Water Supply,Water treatment for potable town water supply,52631074450,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/922
TARMAC (S.A.) PTY. LTD.,Tarmac SA,SA,North Plympton,51 Kinkaid Ave,5037,1413,Timber Resawing and Dressing,"Sawmilling, timber treatment, timber drying, timber sales",17008013901,008013901,http://www.tarmac.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0215
TARRAWONGA COAL PTY LTD,Tarrawonga Coal Mine,NSW,Boggabri,Goonbri Road,2382,0600,Coal Mining,Open cut coal mining,73100742185,100742185,http://www.whitehavencoal.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1075
TAS PAPER PTY LTD,Australian Paper Wesley Vale Mill,TAS,Wesley Vale,226 MILL RD,7307,1510,"Pulp, Paper and Paperboard Manufacturing",Pulp and Paper Manufacture,65135318204,135318204,http://www.paperlinx.com.au,2009/2010,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2010/jurisdiction-facility/TAS+12
TASMAN GROUP SERVICES P/L,TASMAN GROUP SERVICES P/L,VIC,Yarrawonga,HICKS LA,3730,1111,Meat Processing,Meat Processing (Beef),65005062082,005062082,http://www.tasmangroup.com.au,2007/2008,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2008/jurisdiction-facility/00004454
TASMANIA MINES LTD,Kara Mine,TAS,Hampshire,683 Kara Road,7321,0990,Other Non-Metallic Mineral Mining and Quarrying,mining,,009491990,http://www.tasmines.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2024/jurisdiction-facility/TAS+476
TASMANIAN ALKALOIDS P/L,Tasmanian Alkaloids Pty. Ltd. Trading as Extractas Bioscience,TAS,Westbury,160 BIRRALEE RD,7303,1841,Human Pharmaceutical and Medicinal Product Manufacturing,Fully integrated manufacturer of plant derived controlled substances including opiate based alkaloid raw materials and medicinal cannabis. Poppy seed processing as a raw agricultural commodity.,98009502283,009502283,http://www.extractas.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2024/jurisdiction-facility/TAS+140
TASMANIAN WATER AND SEWERAGE CORPORATION (NORTHERN REGION) PTY LIMITED,Chimney Saddle Treatment Plant,TAS,Blessington,BLESSINGTON RD,7258,2811,Water Supply,Potable Water Treatment,,133655062,http://www.taswater.com.au,2012/2013,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2013/jurisdiction-facility/TAS+294
TASMANIAN WATER AND SEWERAGE CORPORATION PTY LIMITED,Bryn Estyn Water Treatment Plant,TAS,New Norfolk,PLENTY RD,7140,2811,Water Supply,Treatment of  drinking water,,162220653,http://www.taswater.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2024/jurisdiction-facility/TAS+293
TEC COAL PTY LTD,Lake Vermont,QLD,Dysart ,Golden Mile Road,4745,0600,Coal Mining,Open cut coal mining,55119063900,119063900,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q020VER001
TEC DESERT PTY LTD,Kalgoorlie Power Station,WA,Feysville,Kalgoorlie Kambalda Highway,6431,2611,Fossil Fuel Electricity Generation,Fossil fuel electricity generation,47084695661,084695661,https://transalta.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0322
TEC HEDLAND PTY LTD,South Hedland Power Station,WA,Boodarie,Lot 601 Deposited Plan 70566,6722,2611,Fossil Fuel Electricity Generation,Fossil fuel electricity generation,81169777404,169777404,https://transalta.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA1526
TEC OPERATIONS PTY LTD,Parkeston Power Station,WA,Parkeston,Lot 244 Bulong Rd,6434,2611,Fossil Fuel Electricity Generation,Fossil fuel electricity generation,46062135871,062135871,https://transalta.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0146
TEKAI AUSTRALIA PTY LTD,CORBEK TIMBER PRESERVATION,QLD,Arundel,7 SUPPLY CT,4214,1411,Log Sawmilling,Tanalth E (ECOWOOD) treatment LOSP timber treatment,48090645024,090645024,http://www.corbek.com,2005/2006,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2006/jurisdiction-facility/Q039WMS001
TELLUS HOLDINGS LTD,Sandy Ridge Facility,WA,Boorabbin,Lot 510 on Deposited Plan 413497,6429,2921,Waste Treatment and Disposal Services,Geological Repository for Class IV and Class V Waste,97138119829,138119829,https://tellusholdings.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA1706
TERREQUIP ENVIRONMENTAL PTY LTD,Warwick Limestone Mine and Processing Plant,QLD,Warwick,401  O’Deas Road,4370,0990,Other Non-Metallic Mineral Mining and Quarrying,Mining,26634030185,634030185,http://www.terrequip.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q020SIB003
TERRITORY GENERATION,Channel Island Power Station,NT,Darwin,CHANNEL ISLAND RD,0822,2611,Fossil Fuel Electricity Generation,Generation of electricity,72687980755,,http://territorygeneration.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NT/year/2024/jurisdiction-facility/NT326
TESLA CORPORATION MANAGEMENT PTY LTD,Hardisty Court Power Station,WA,East Picton,7 Hardisty Court,6229,2611,Fossil Fuel Electricity Generation,Fossil Fuel Electricity Generation,90135785394,135785394,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA1337
TESLA GERALDTON PTY LTD,Geraldton Peak Lopping Power Station,WA,Geraldton,Portion of Lot 101 Deepdale Road,6532,2611,Fossil Fuel Electricity Generation,Fossil Fuel Electricity Generation,61146754289,146754289,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA1335
TESLA KEMERTON PTY LTD,Kemerton Peak Lopping Power Station,WA,Wellesley,574  Marriot Road,6233,2611,Fossil Fuel Electricity Generation,Fossil Fuel Electricity Generation,80146754305,146754305,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA1336
TESLA NORTHAM PTY LTD,Avon Industrial Park Peak Power Station,WA,Grass Valley,"Lot 5 on Plan 25370, Leeming Road",6403,2611,Fossil Fuel Electricity Generation,Fossil Fuel Electricity Generation,63146754298,146754298,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA1334
TEYS AUSTRALIA BEENLEIGH PTY LTD,Teys Australia Beenleigh,QLD,Beenleigh,Logan River Rd,4207,1111,Meat Processing,Meat processing and rendering plant,97009672459,009672459,http://www.teysgroup.com/au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q033TEY001
TEYS AUSTRALIA BILOELA PTY LTD,Teys Australia Biloela,QLD,Biloela,CALLIDE HWY,4715,1111,Meat Processing,Meat processing and rendering plant,17009669265,009669265,https://au.teysgroup.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q033TEY002
TEYS AUSTRALIA MEAT GROUP PTY LTD,Teys Australia Rockhampton,QLD,Rockhampton,LAKES CREEK RD,4700,1111,Meat Processing,"Meat Processing, Incl. Rendering",65065093709,065093709,https://au.teysgroup.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q033CMG002
TEYS AUSTRALIA NARACOORTE PTY LTD,TEYS AUSTRALIA NARACOORTE PTY LTD,SA,Hynam,LOT 388  Wimmera Hwy,5262,1111,Meat Processing,Meat Processing and Rendering Plant,80010807986,010807986,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0040
TEYS AUSTRALIA SOUTHERN PTY LTD,Teys Australia Tamworth,NSW,Tamworth,32-90 Phoenix Street,2340,1111,Meat Processing,"Slaughtering and processing animals (beef), rendering of animal by-products",53084034695,084034695,http://www.teysgroup.com/au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/604
THE AUSTRAL BRICK CO PTY LTD,Austral Bowral,NSW,Bowral,Kiama Street,2576,2021,Clay Brick Manufacturing,"Mining, crushing, forming, drying, firing, packaging (brickmaking).",52000005550,000005550,http://www.australbricks.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/544
THE AUSTRALIAN STEEL COMPANY (OPERATIONS) PTY LTD,Infrabuild Steel,VIC,Laverton North,105-123 DOHERTYS RD,3026,2110,Iron Smelting and Steel Manufacturing,Secondary steel manufacture,89069426955,069426955,https://www.infrabuild.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00004152
THE CORNWALL COAL COMPANY PTY LTD,Blackwood,TAS,Cornwall,Cornwall Road,7215,0600,Coal Mining,Coal mining,48009485518,009485518,http://www.cemaust.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2024/jurisdiction-facility/TAS+454
THE CRAFTSMAN PRESS P/L,Blue Star Print,VIC,Burwood,125 HIGHBURY RD,3125,1611,Printing,Commercial sheet fed printing,53004125231,004125231,,2005/2006,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2006/jurisdiction-facility/00006708
THE DUHA GROUP P/L,THE DUHA GROUP P/L,VIC,Heidelberg West,137 MCEWAN RD,3081,1611,Printing,Manufacture and supply of colour sampling materials.,96060235878,060235878,http://www.duhagroup.com,2007/2008,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2008/jurisdiction-facility/00024270
THE EGG MERCHANT PTY LTD T/A MASONS FAMILY FARM,Masons Family Farm,WA,Oakford,118 Tuart Road,6121,0171,Poultry Farming (Meat),Chicken raising for meat production,90394104941,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0688
THE GRIFFIN COAL MINING COMPANY PTY LIMITED,Ewington Mine,WA,Collie,Coalfields Rd,6225,0600,Coal Mining,Coal Mining,16008667285,008667285,http://www.griffincoal.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0504
THE KING ISLAND COMPANY PTY. LTD.,King Island Dairy,TAS,Loorana,869  NORTH RD,7256,1131,Milk and Cream Processing,"Cheese, Cream and Dessert manufacturing",36006658500,,https://www.kingislanddairy.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2024/jurisdiction-facility/TAS+88
THE NEW MATPINE P/L,The New Matpine P/L,TAS,Exeter,120 FRANKFORD RD,7275,1413,Timber Resawing and Dressing,"Sawmilling, kiln drying, timber machining & furniture components",47102197660,102197660,http://www.matpine.com,2005/2006,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2006/jurisdiction-facility/TAS+97
THE NEWCASTLE WALLSEND COAL COMPANY PTY LTD,New Wallsend No.2 Colliery,NSW,Wallsend,Bulkara Street,2287,0600,Coal Mining,"Underground coal mining, mine decommissioning activities and rehabilitation activities",85000245901,000245901,,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2005/jurisdiction-facility/855
THE S R TREEBY FAMILY TRUST,S & F TREEBY,WA,Mandogalup,Lot 312 Anketell Road,6167,0171,Poultry Farming (Meat),Chicken raising for meat production.,55367276946,,,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2005/jurisdiction-facility/WA0645
THE STANLEY WORKS P/L,The Stanley works Pty Ltd,VIC,Heidelberg West,58 DOUGHARTY RD,3081,2299,Other Fabricated Metal Product Manufacturing n.e.c.,Manufacturer & Distributor of hand tools and Tool Boxes,,009485170,,1999/2000,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2000/jurisdiction-facility/00006121
THE TRUSTEE FOR BERNARDI FAMILY TRUST,Salisbury Brick Pty Ltd,SA,Direk,340 Diment Road,5110,2021,Clay Brick Manufacturing,Manufacture clay bricks & pavers,60733746478,,,2009/2010,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2010/jurisdiction-facility/SA0238
THE TRUSTEE FOR CENTURY FAMILY TRUST,Century Family Trust,SA,Kangaroo Flat,630 Redbanks Road,5118,0171,Poultry Farming (Meat),Raising of broiler chickens,48540836425,,,2017/2018,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2018/jurisdiction-facility/SA0589
THE TRUSTEE FOR DRESS CIRCLE FARM UNIT TRUST,Dress Circle Farm Pty Ltd,WA,Nowergup,79 Dayrell Rd,6032,0171,Poultry Farming (Meat),Chicken raising for meat production,63821938039,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0588
THE TRUSTEE FOR FLETCHER UNIT TRUST,Fletcher International WA,WA,Narrikup,520 Settlement Road,6326,1111,Meat Processing,"Meat processing (abattoir), rendering operation, fell mongering",50878814356,,http://www.fletchint.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0620
THE TRUSTEE FOR GERALDTON MEAT EXPORTS TRUST,GERALDTON MEAT EXPORTS P/L,WA,Moonyoonooka,63 Abattoir Road,6532,1111,Meat Processing,"Slaughtering, boning, chilling/freezing of goats and sheep, rendering of waste materials.",33404686686,,,2011/2012,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2012/jurisdiction-facility/WA0580
THE TRUSTEE FOR HITECH PRODUCTS MARKETING UNIT TRUST,CHICKEN CITY,WA,Maddington,LOT 269 KELVIN ROAD,6109,0171,Poultry Farming (Meat),CHICKEN RAISING FOR MEAT PRODUCTION,87004469174,,,2012/2013,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2013/jurisdiction-facility/WA0599
THE TRUSTEE FOR J C FAMILY TRUST,J.C. NOMINEES (SA) PTY LTD,SA,Korunye,1126 Mallala Road,5502,0171,Poultry Farming (Meat),poultry farming,74304151145,,,2022/2023,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0591
THE TRUSTEE FOR JEFFREY P W FAMILY TRUST,CHICKEN DELICIOUS,WA,Wangara,LOT 21 WANNEROO ROAD,6065,0171,Poultry Farming (Meat),CHICKEN RAISING FOR MEAT PRODUCTION,81246996923,,,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2005/jurisdiction-facility/WA0667
THE TRUSTEE FOR M & J TRELOAR FAMILY TRUST,Chandala Poultry,WA,Gingin,3688 Airfield Rd,6503,0171,Poultry Farming (Meat),Chicken raising for meat production,34678584179,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0585
THE TRUSTEE FOR PAUL WEBB FAMILY TRUST,Darmad Pty Ltd,WA,Serpentine,440 Henderson Rd,6125,0171,Poultry Farming (Meat),Chicken raising for meat production,32067665144,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0596
THE TRUSTEE FOR PROTEN BROILER TRUST,Proten - Farm 1,SA,Beaufort,114 Mail Road,5550,0171,Poultry Farming (Meat),Poultry farming (for meat),29490047563,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0699
THE TRUSTEE FOR PROTEN HANWOOD AND LETHBRIDGE TRUST,Farm 53,NSW,Hanwood,Millis Rd,2680,0171,Poultry Farming (Meat),Broiler chicken growing,77448559735,,https://www.proten.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1184
THE TRUSTEE FOR SHREEM TRUST,Shreem Pty Ltd,SA,Murray Bridge,73 Rocky Gully Road ,5253,0171,Poultry Farming (Meat),Chicken broiler,99289331050,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0533
THE TRUSTEE FOR SOUTH EAST PINE SALES TRUST,South East Pine Sales Pty Ltd,SA,Glencoe,Kangaroo Flat Road,5291,1411,Log Sawmilling,Sawmilling,69390152527,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0569
